,sms,label
4171,"Sorry, I'll call later",0
395,From here after The performance award is calculated every two month.not for current one month period..,0
5386,I'm at work. Please call,0
4492,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",0
1365,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1
5079,\Keep ur problems in ur heart,0
595,I am great! How are you?,0
3952,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,1
4968,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,0
2914,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,0
2326,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,0
3766,"Sir Goodmorning, Once free call me.",0
3440,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,1
3851,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",0
4132,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,1
5113,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,0
2143,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,0
1571,Near kalainar tv office.thenampet,0
4079,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",0
1122,Ok.ok ok..then..whats ur todays plan,0
2786,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,0
2967,"Mostly sports type..lyk footbl,crckt..",0
2504,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",0
3465,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",0
675,"I dont knw pa, i just drink milk..",0
2808,Oh yeah I forgot. U can only take 2 out shopping at once.,0
3348,Oh is it! Which brand?,0
728,Exactly. Anyways how far. Is jide her to study or just visiting,0
412,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",0
3146,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,0
1516,I need to come home and give you some good lovin...,0
825,Hmm .. Bits and pieces lol ... *sighs* ...,0
3267,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,0
3974,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,0
616,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,0
114,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",0
417,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1
3069,I'm now but have to wait till 2 for the bus to pick me.,0
1625,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,0
5514,Oh... Okie lor...We go on sat... ,0
4185,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",0
2896,ÌÏ collecting ur laptop then going to configure da settings izzit?,0
5206,I will reach ur home in  &lt;#&gt;  minutes,0
2082,I'm done oredi...,0
753,When did you get to the library,0
2546,Company is very good.environment is terrific and food is really nice:),0
3969,"That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place ",0
3373,Also andros ice etc etc,0
4107,Pls send me your address sir.,0
2444,"Yes but i dont care! I need you bad, princess!",0
4380,Mathews or tait or edwards or anderson,0
1066,Once free call me sir. I am waiting for you.,0
3913,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,0
3498,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,0
2738,"I sent you the prices and do you mean the  &lt;#&gt; g,",0
5052,Lmao you know me so well...,0
4000,He's just gonna worry for nothing. And he won't give you money its no use.,0
1568,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,0
2427,Do you think i can move  &lt;#&gt;  in a week,0
3746,ÌÏ neva tell me how i noe... I'm not at home in da aft wat... ,0
5169,Now i'm going for lunch.,0
1687,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,1
851,"I am real, baby! I want to bring out your inner tigress...",0
3546,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",1
895,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",0
4592,It's ok i wun b angry. Msg u aft i come home tonight.,0
335,"Ta-Daaaaa! I am home babe, are you still up ?",0
2839,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,0
3087,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",0
4611,Sorry da. I gone mad so many pending works what to do.,0
1348,"Nothing much, chillin at home. Any super bowl plan?",0
1015,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",0
2816,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",1
1631,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,0
2489,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,0
3730,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",0
3251,Come to medical college at 7pm ......forward it da,0
5163,Ok leave no need to ask,0
2070,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,1
4452,Or I guess  &lt;#&gt;  min,0
5438,"\What are youdoing later? Sar xxx\""""",0
1635,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",0
4646,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,0
2479,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",1
2265,I cant pick the phone right now. Pls send a message,0
2959,Sir send to group mail check it.,0
5272,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",0
3059,K..k...from tomorrow onwards started ah?,0
5053,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1
2141,Alright took the morphine. Back in yo.,0
5104,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",0
3118,Stop knowing me so well!,0
5265,Gud ni8.swt drms.take care,0
4045,Win a å£1000 cash prize or a prize worth å£5000,1
3356,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",0
2744,"Tick, tick, tick ... Babe",0
5092,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",0
3506,Two fundamentals of cool life: \Walk,0
1679,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",0
4249,How much for an eighth?,0
3147,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",0
2294,You have 1 new message. Please call 08718738034.,1
580,Huh so early.. Then Ì_ having dinner outside izzit?,0
1470,Take some small dose tablet for fever,0
4799,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",0
4070,I've reached home n i bathe liao... U can call me now...,0
3343,Oh great. I.ll disturb him more so that we can talk.,0
4992,\HEY KATE,0
4583,Noooooooo please. Last thing I need is stress. For once in your life be fair.,0
3672,Moji just informed me that you saved our lives. Thanks.,0
559,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",0
2849,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,0
512,Lol ok your forgiven :),0
4729,I dont know ask to my brother. Nothing problem some thing that. Just i told .,0
1081,Can u get pic msgs to your phone?,0
1664,ÌÏ v ma fan...,0
1012,I dunno they close oredi not... ÌÏ v ma fan...,0
1931,What pa tell me.. I went to bath:-),0
1150,(That said can you text him one more time?),0
2838,"Easy mate, * guess the quick drink was bit ambitious.",0
116,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,1
740,Yes i will be there. Glad you made it.,0
5405,So how many days since then?,0
3675,Hey r Ì_ still online? I've finished the formatting...,0
830,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,1
119,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,1
4752,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,1
5324,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",0
5280,"Vikky, come around  &lt;TIME&gt; ..",0
635,Me n him so funny...,0
4465,Hey u still at the gym?,0
4364,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,0
4142,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",1
991,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,0
876,Are you in castor? You need to see something,0
4869,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,0
4,"Nah I don't think he goes to usf, he lives around here though",0
3051,Please leave this topic..sorry for telling that..,0
3124,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,1
2660,Want to finally have lunch today?,0
2491,"Greetings me, ! Consider yourself excused.",0
5173,U 2.,0
3854,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg,1
4933,Hey do you want anything to buy:),0
4777,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,0
1715,Asking do u knw them or nt? May be ur frnds or classmates?,0
1148,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,0
3261,O shore are you takin the bus,0
574,Nope i waiting in sch 4 daddy... ,0
3769,Love it! The girls at the office may wonder why you are smiling but sore...,0
3736,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",0
4146,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,0
853,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",0
1982,Hey i will be late... i'm at amk. Need to drink tea or coffee,0
2774,"Dude u knw also telugu..thts gud..k, gud nyt..",0
4929,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",1
1166,I am not having her number sir,0
971,"Haha awesome, omw back now then",0
2701,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",0
4495,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",0
3847,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,0
2368,If you r @ home then come down within 5 min,0
4115,What you doing?how are you?,0
4780,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,0
4131,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,0
2950,Hey now am free you can call me.,0
524,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",1
2455,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",0
5016,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,1
1841,I am in your office na.,0
537,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,0
2806,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,1
4341,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,0
3175,Havent still waitin as usual... ÌÏ come back sch oredi?,0
784,Dont think so. It turns off like randomlly within 5min of opening,0
4057,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,0
1409,Where at were hungry too,0
2537,That's y we haf to combine n c how lor...,0
154,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0
3009,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),0
1686,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award,1
2901,"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it.",0
5513,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,0
4721,"I'm home, my love ... If your still awake ... *loving kiss*",0
3863,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),0
2733,Do Ì_ noe if ben is going?,0
1895,"Uh, heads up we don't have THAT much left",0
569,WOT U WANNA DO THEN MISSY?,0
1816,Are you going to write ccna exam this week??,0
2065,Cos daddy arranging time c wat time fetch Ì_ mah...,0
127,Are you there in room.,0
3394,Then i buy.,0
3327,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",0
5552,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,0
2975,I love u 2 my little pocy bell I am sorry but I love u,0
980,If he started searching he will get job in few days.he have great potential and talent.,0
2300,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?,0
190,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,1
1139,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,0
5088,I wont do anything de.,0
699,K..u also dont msg or reply to his msg..,0
5325,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",0
606,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,1
4276,I'm glad. You are following your dreams.,0
301,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",0
3420,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,1
5367,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,0
1060,I'm working technical support :)voice process.networking field.,0
2565,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,0
5562,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,0
1069,Jus finish bathing...,0
2524,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1
2205,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",0
1243,No shoot me. I'm in the docs waiting room. :/,0
16,Oh k...i'm watching here:),0
3120,Small problem in auction:)punj now asking tiwary,0
4642,Sorry i din lock my keypad.,0
4754,U wan 2 haf lunch i'm in da canteen now.,0
815,Where's my boytoy? I miss you ... What happened?,0
3067,Boy you best get yo ass out here quick,0
5330,Dude im no longer a pisces. Im an aquarius now.,0
959,Where @,0
4893,Convey my regards to him,0
225,Would really appreciate if you call me. Just need someone to talk to.,0
3354,Minimum walk is 3miles a day.,0
2485,Lol that's different. I don't go trying to find every real life photo you ever took.,0
562,Geeeee ... I love you so much I can barely stand it,0
3436,Then what about further plan?,0
1693,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,0
1045,"Come round, it's . ",0
3446,Sitting ard nothing to do lor. U leh busy w work?,0
4565,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,0
954,Filthy stories and GIRLS waiting for your,1
5551,Wen did you get so spiritual and deep. That's great,0
2735,I meant middle left or right?,0
5462,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,1
4735,"Not for possession, especially not first offense",0
5370,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,1
1218,K..k..i'm also fine:)when will you complete the course?,0
5254,I didnt get anything da,0
1527,No screaming means shouting..,0
3987,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",0
5495,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",0
1300,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,0
5449,"Latest News! Police station toilet stolen, cops have nothing to go on!",1
160,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,0
4067,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.,1
956,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",0
3791,Love it! I want to flood that pretty pussy with cum...,0
3234,"Yes, princess. Toledo.",0
2869,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",1
3777,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night""",0
4433,Sounds great! Im going to sleep now. Have a good night!,0
4973,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,0
2961,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",0
2200,Haha... can... But i'm having dinner with my cousin...,0
98,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham""",0
2557,This message is brought to you by GMW Ltd. and is not connected to the,1
3183,Good morning pookie pie! Lol hope I didn't wake u up,0
253,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0
3923,How? Izzit still raining?,0
4199,I will come tomorrow di,0
1445,I am in a marriage function,0
1648,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),0
4682,Ok u can take me shopping when u get paid =D,0
4723,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",1
3991,"Dizzamn, aight I'll ask my suitemates when I get back",0
1696,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",0
3191,Is ur paper today in e morn or aft?,0
4499,Nvm take ur time.,0
1154,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,0
2255,I just lov this line: \Hurt me with the truth,0
1682,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,0
3170,Still otside le..u come 2morrow maga..,0
2056,.Please charge my mobile when you get up in morning.,0
4090,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",0
5433,You're gonna have to be way more specific than that,0
3108,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,0
4548,"Haha, my friend tyler literally just asked if you could get him a dubsack",0
3723,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",1
2049,How much is blackberry bold2 in nigeria.,0
4976,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",0
3643,* Thought I didn't see you.,0
5490,K. I will sent it again,0
623,"sorry, no, have got few things to do. may be in pub later.",0
262,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0
3369,Most of the tiime when i don't let you hug me it's so i don't break into tears.,0
4061,Hi dear we saw dear. We both are happy. Where you my battery is low,0
1802,Ok lor thanx... ÌÏ in school?,0
4736,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",0
5560,Anything lor. Juz both of us lor.,0
2385,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",1
1959,Howz that persons story,0
2976,"Ok omw now, you at castor?",0
488,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",0
1843,Super da:)good replacement for murali,0
1734,"I think we're going to finn's now, come",0
2911,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,0
3219,Its like that hotel dusk game i think. You solve puzzles in a area thing,0
146,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",1
1986,S..antha num corrct dane,0
1369,Did you try making another butt.,0
2811,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0
659,88800 and 89034 are premium phone services call 08718711108,1
1794,How much i gave to you. Morning.,0
2511,Er yep sure. Props?,0
3397,It only does simple arithmetic not percentages.,0
4282,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",0
1147,Ok... Help me ask if she's working tmr a not?,0
3272,Just finished eating. Got u a plate. NOT leftovers this time.,0
608,Neva mind it's ok..,0
3582,I sent your maga that money yesterday oh.,0
1930,Carry on not disturbing both of you,0
197,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,0
2931,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,0
2327,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",1
4389,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",0
766,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",0
4496,Ok,0
4218,Anything lor if they all go then i go lor...,0
3255,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,0
202,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0
3510,I'm serious. You are in the money base,0
4931,Match started.india  &lt;#&gt;  for 2,0
1733,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",1
2777,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,0
1707,Was doing my test earlier. I appreciate you. Will call you tomorrow.,0
5172,"Aight, text me tonight and we'll see what's up",0
5249,"K I'm leaving soon, be there a little after 9",0
3474,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0
854,Stop the story. I've told him i've returned it and he's saying i should not re order it.,0
4737,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,0
4097,I think just yourself Û_Thanks and see you tomo,0
2160,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,0
698,Mum ask Ì_ to buy food home...,0
5511,"ItÛ÷s reassuring, in this crazy world.",0
2999,Id onluy matters when getting on from offcampus,0
3696,You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,1
1636,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",0
3457,Have your lunch and come quickly and open the door:),0
3581,You are right. Meanwhile how's project twins comin up,0
1291,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",0
4659,You call him and tell now infront of them. Call him now.,0
1853,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,0
5232,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,1
3763,Would me smoking you out help us work through this difficult time,0
